time(s)	cellId	rnti	lcid	packetSize	delay(s)
1.0801	2	1	5	8934	0.00309999
1.0811	2	1	4	8934	0.00309999
1.0811	2	1	5	8934	0.00309999
1.08203	2	1	4	8247	0.00302856
1.08203	2	1	5	8247	0.00302856
1.0851	2	1	4	8934	0.00309999
1.0851	2	1	5	8934	0.00309999
1.0861	2	1	4	8934	0.00309999
1.0861	2	1	5	8934	0.00309999
1.08703	2	1	4	8247	0.00302856
1.08703	2	1	5	8247	0.00302856
1.0901	2	1	4	8934	0.00309999
1.0901	2	1	5	8934	0.00309999
1.0911	2	1	4	8934	0.00309999
1.0911	2	1	5	8934	0.00309999
1.09203	2	1	4	8247	0.00302856
1.09203	2	1	5	8247	0.00302856
1.0951	2	1	4	8934	0.00309999
1.0951	2	1	5	8934	0.00309999
1.0961	2	1	4	8934	0.00309999
1.0961	2	1	5	8934	0.00309999
1.09703	2	1	4	8247	0.00302856
1.09703	2	1	5	8247	0.00302856
1.1001	2	1	4	8934	0.00309999
1.1001	2	1	5	8934	0.00309999
1.1011	2	1	4	8934	0.00309999
1.1011	2	1	5	8934	0.00309999
1.10203	2	1	4	8247	0.00302856
1.10203	2	1	5	8247	0.00302856
1.1051	2	1	4	8934	0.00309999
1.1051	2	1	5	8934	0.00309999
1.1061	2	1	4	8934	0.00309999
1.1061	2	1	5	8934	0.00309999
1.10703	2	1	4	8247	0.00302856
1.10703	2	1	5	8247	0.00302856
1.1101	2	1	4	8934	0.00309999
1.1101	2	1	5	8934	0.00309999
1.1111	2	1	4	8934	0.00309999
1.1111	2	1	5	8934	0.00309999
1.11203	2	1	4	8247	0.00302856
1.11203	2	1	5	8247	0.00302856
1.1151	2	1	4	8934	0.00309999
1.1151	2	1	5	8934	0.00309999
1.1161	2	1	4	8934	0.00309999
1.1161	2	1	5	8934	0.00309999
1.11703	2	1	4	8247	0.00302856
1.11703	2	1	5	8247	0.00302856
1.1201	2	1	4	8934	0.00309999
1.1201	2	1	5	8934	0.00309999
1.1211	2	1	4	8934	0.00309999
1.1211	2	1	5	8934	0.00309999
1.12203	2	1	4	8247	0.00302856
1.12203	2	1	5	8247	0.00302856
1.1251	2	1	4	8934	0.00309999
1.1251	2	1	5	8934	0.00309999
1.1261	2	1	4	8934	0.00309999
1.1261	2	1	5	8934	0.00309999
1.12703	2	1	4	8247	0.00302856
1.12703	2	1	5	8247	0.00302856
1.1301	2	1	4	8934	0.00309999
1.1301	2	1	5	8934	0.00309999
1.1311	2	1	4	8934	0.00309999
1.1311	2	1	5	8934	0.00309999
1.13203	2	1	4	8247	0.00302856
1.13203	2	1	5	8247	0.00302856
1.1351	2	1	4	8934	0.00309999
1.1351	2	1	5	8934	0.00309999
1.1361	2	1	4	8934	0.00309999
1.1361	2	1	5	8934	0.00309999
1.13703	2	1	4	8247	0.00302856
1.13703	2	1	5	8247	0.00302856
1.1401	2	1	4	8934	0.00309999
1.1401	2	1	5	8934	0.00309999
1.1411	2	1	4	8934	0.00309999
1.1411	2	1	5	8934	0.00309999
1.14203	2	1	4	8247	0.00302856
1.14203	2	1	5	8247	0.00302856
1.1451	2	1	4	8934	0.00309999
1.1451	2	1	5	8934	0.00309999
1.1461	2	1	4	8934	0.00309999
1.1461	2	1	5	8934	0.00309999
1.14703	2	1	4	8247	0.00302856
1.14703	2	1	5	8247	0.00302856
1.1501	2	1	4	8934	0.00309999
1.1501	2	1	5	8934	0.00309999
1.1511	2	1	4	8934	0.00309999
1.1511	2	1	5	8934	0.00309999
1.15203	2	1	4	8247	0.00302856
1.15203	2	1	5	8247	0.00302856
1.1551	2	1	4	8934	0.00309999
1.1551	2	1	5	8934	0.00309999
1.1561	2	1	4	8934	0.00309999
1.1561	2	1	5	8934	0.00309999
1.15703	2	1	4	8247	0.00302856
1.15703	2	1	5	8247	0.00302856
1.1601	2	1	4	8934	0.00309999
1.1601	2	1	5	8934	0.00309999
1.1611	2	1	4	8934	0.00309999
1.1611	2	1	5	8934	0.00309999
1.16203	2	1	4	8247	0.00302856
1.16203	2	1	5	8247	0.00302856
1.1651	2	1	4	8934	0.00309999
1.1651	2	1	5	8934	0.00309999
1.1661	2	1	4	8934	0.00309999
1.1661	2	1	5	8934	0.00309999
1.16703	2	1	4	8247	0.00302856
1.16703	2	1	5	8247	0.00302856
1.1701	2	1	4	8934	0.00309999
1.1701	2	1	5	8934	0.00309999
1.1711	2	1	4	8934	0.00309999
1.1711	2	1	5	8934	0.00309999
1.17203	2	1	4	8247	0.00302856
1.17203	2	1	5	8247	0.00302856
1.1751	2	1	4	8934	0.00309999
1.1751	2	1	5	8934	0.00309999
1.1761	2	1	4	8934	0.00309999
1.1761	2	1	5	8934	0.00309999
1.17703	2	1	4	8247	0.00302856
1.17703	2	1	5	8247	0.00302856
1.1801	2	1	4	8934	0.00309999
1.1801	2	1	5	8934	0.00309999
1.1811	2	1	4	8934	0.00309999
1.1811	2	1	5	8934	0.00309999
1.18203	2	1	4	8247	0.00302856
1.18203	2	1	5	8247	0.00302856
1.1851	2	1	4	8934	0.00309999
1.1851	2	1	5	8934	0.00309999
1.1861	2	1	4	8934	0.00309999
1.1861	2	1	5	8934	0.00309999
1.18703	2	1	4	8247	0.00302856
1.18703	2	1	5	8247	0.00302856
1.1901	2	1	4	8934	0.00309999
1.1901	2	1	5	8934	0.00309999
1.1911	2	1	4	8934	0.00309999
1.1911	2	1	5	8934	0.00309999
1.19203	2	1	4	8247	0.00302856
1.19203	2	1	5	8247	0.00302856
1.1951	2	1	4	8934	0.00309999
1.1951	2	1	5	8934	0.00309999
1.1961	2	1	4	8934	0.00309999
1.1961	2	1	5	8934	0.00309999
1.19703	2	1	4	8247	0.00302856
1.19703	2	1	5	8247	0.00302856
1.2001	2	1	4	8934	0.00309999
1.2001	2	1	5	8934	0.00309999
1.2011	2	1	4	8934	0.00309999
1.2011	2	1	5	8934	0.00309999
1.20203	2	1	4	8247	0.00302856
1.20203	2	1	5	8247	0.00302856
1.2051	2	1	4	8934	0.00309999
1.2051	2	1	5	8934	0.00309999
1.2061	2	1	4	8934	0.00309999
1.2061	2	1	5	8934	0.00309999
1.20703	2	1	4	8247	0.00302856
1.20703	2	1	5	8247	0.00302856
